/usr/share/Modules/init/sh: line 2: unalias: conda: not found
/usr/share/Modules/init/sh: line 2: unalias: __conda_reactivate: not found
/usr/share/Modules/init/sh: line 2: unalias: __conda_activate: not found
 Number of MPI processes:         200
 Random seeds:  5651, 18941 rand_inst: 161
nequals    =                2927
nlike      =              381388            40363732
<nlike>    =          23.73        2520.35   (           2.97           3.15 per slice )
log(Z)     =         -805.45 +/-  0.22
log(Z_ 1)  =         -805.45 +/-  0.22 (still evaluating)



___________________
lives      |   500 |
phantoms   |414350 |
posteriors | 18036 |
equals     |  2933 |
‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾
ncluster   =       1 /       1
ndead      =               18036
nposterior =               18036
nequals    =                2929
nlike      =              393674            41669555
<nlike>    =          24.57        2611.65   (           3.07           3.26 per slice )
log(Z)     =         -805.45 +/-  0.22
log(Z_ 1)  =         -805.45 +/-  0.22 (still evaluating)



 ____________________________________________________ 
|                                                    |
| ndead  =        18565                              |
| log(Z) =         -805.44542 +/-            0.21549 |
|____________________________________________________|
Slave 52: efficient MPI parallisation; wait_time/slice_time=    0.87130751E-03
Slave179: efficient MPI parallisation; wait_time/slice_time=    0.15865670E-01
Slave 55: efficient MPI parallisation; wait_time/slice_time=    0.10930704E-01
Slave141: efficient MPI parallisation; wait_time/slice_time=    0.11771311E-01
Slave 85: efficient MPI parallisation; wait_time/slice_time=    0.10013877E-01
Slave 46: efficient MPI parallisation; wait_time/slice_time=    0.21874814E-02
Slave121: efficient MPI parallisation; wait_time/slice_time=    0.43109141E-05
Slave108: efficient MPI parallisation; wait_time/slice_time=    0.88432594E-02
Slave 45: efficient MPI parallisation; wait_time/slice_time=    0.40242516E-02
Slave130: efficient MPI parallisation; wait_time/slice_time=    0.14157636E-01
Slave112: efficient MPI parallisation; wait_time/slice_time=    0.42888850E-05
Slave 42: efficient MPI parallisation; wait_time/slice_time=    0.86745610E-02
Slave136: efficient MPI parallisation; wait_time/slice_time=    0.26423556E-02
Slave 91: efficient MPI parallisation; wait_time/slice_time=    0.38219690E-05
Slave 72: efficient MPI parallisation; wait_time/slice_time=    0.42294718E-05
Slave132: efficient MPI parallisation; wait_time/slice_time=    0.44803736E-05
Slave 82: efficient MPI parallisation; wait_time/slice_time=    0.45001833E-05
Slave 66: efficient MPI parallisation; wait_time/slice_time=    0.13465939E-02
Slave120: efficient MPI parallisation; wait_time/slice_time=    0.84844147E-02
Slave113: efficient MPI parallisation; wait_time/slice_time=    0.45170655E-02
Slave 78: efficient MPI parallisation; wait_time/slice_time=    0.37540465E-05
Slave 99: efficient MPI parallisation; wait_time/slice_time=    0.27148746E-02
Slave 53: efficient MPI parallisation; wait_time/slice_time=    0.23692426E-02
Slave109: efficient MPI parallisation; wait_time/slice_time=    0.30710746E-02
Slave 54: efficient MPI parallisation; wait_time/slice_time=    0.12203566E-01
Slave119: efficient MPI parallisation; wait_time/slice_time=    0.10162567E-01
Slave 56: efficient MPI parallisation; wait_time/slice_time=    0.36840508E-05
Slave173: efficient MPI parallisation; wait_time/slice_time=    0.18190595E-02
Slave140: efficient MPI parallisation; wait_time/slice_time=    0.78204185E-02
Slave 83: efficient MPI parallisation; wait_time/slice_time=    0.38248479E-05
Slave176: efficient MPI parallisation; wait_time/slice_time=    0.13435847E-01
Slave131: efficient MPI parallisation; wait_time/slice_time=    0.40732178E-05
Slave116: efficient MPI parallisation; wait_time/slice_time=    0.49015837E-02
Slave180: efficient MPI parallisation; wait_time/slice_time=    0.21150041E-04
Slave185: efficient MPI parallisation; wait_time/slice_time=    0.34077663E-03
Slave198: efficient MPI parallisation; wait_time/slice_time=    0.45454742E-05
Slave187: efficient MPI parallisation; wait_time/slice_time=    0.10889216E-01
Slave 76: efficient MPI parallisation; wait_time/slice_time=    0.44658196E-05
Slave 40: efficient MPI parallisation; wait_time/slice_time=    0.41587644E-05
Slave  1: efficient MPI parallisation; wait_time/slice_time=    0.24592159E-05
Slave 18: efficient MPI parallisation; wait_time/slice_time=    0.92480416E-02
Slave 22: efficient MPI parallisation; wait_time/slice_time=    0.71200460E-02
Slave 24: efficient MPI parallisation; wait_time/slice_time=    0.13987013E-02
Slave 25: efficient MPI parallisation; wait_time/slice_time=    0.28406608E-05
Slave 26: efficient MPI parallisation; wait_time/slice_time=    0.28506503E-05
Slave 27: efficient MPI parallisation; wait_time/slice_time=    0.50732390E-02
Slave 30: efficient MPI parallisation; wait_time/slice_time=    0.36697245E-02
Slave 32: efficient MPI parallisation; wait_time/slice_time=    0.47573728E-03
Slave 33: efficient MPI parallisation; wait_time/slice_time=    0.22382214E-01
Slave 37: efficient MPI parallisation; wait_time/slice_time=    0.34363113E-02
Slave  4: efficient MPI parallisation; wait_time/slice_time=    0.23934576E-05
Slave  7: efficient MPI parallisation; wait_time/slice_time=    0.98450663E-02
Slave  8: efficient MPI parallisation; wait_time/slice_time=    0.23353467E-02
Slave 11: efficient MPI parallisation; wait_time/slice_time=    0.23646009E-05
Slave 12: efficient MPI parallisation; wait_time/slice_time=    0.22975269E-05
Slave 16: efficient MPI parallisation; wait_time/slice_time=    0.22407809E-05
Slave194: efficient MPI parallisation; wait_time/slice_time=    0.40669674E-05
Slave 60: efficient MPI parallisation; wait_time/slice_time=    0.13335845E-01
Slave150: efficient MPI parallisation; wait_time/slice_time=    0.57771608E-02
Slave  6: efficient MPI parallisation; wait_time/slice_time=    0.24542275E-05
Slave124: efficient MPI parallisation; wait_time/slice_time=    0.10394534E-01
Slave 88: efficient MPI parallisation; wait_time/slice_time=    0.37857994E-05
Slave110: efficient MPI parallisation; wait_time/slice_time=    0.40165356E-02
Slave195: efficient MPI parallisation; wait_time/slice_time=    0.11516959E-01
Slave199: efficient MPI parallisation; wait_time/slice_time=    0.40406921E-05
Slave144: efficient MPI parallisation; wait_time/slice_time=    0.91753244E-02
Slave 80: efficient MPI parallisation; wait_time/slice_time=    0.80747267E-02
Slave 21: efficient MPI parallisation; wait_time/slice_time=    0.28383678E-05
Slave 36: efficient MPI parallisation; wait_time/slice_time=    0.20709939E-01
Slave 73: efficient MPI parallisation; wait_time/slice_time=    0.30954757E-02
Slave 19: efficient MPI parallisation; wait_time/slice_time=    0.13604953E-01
Slave154: efficient MPI parallisation; wait_time/slice_time=    0.10379882E-01
Slave151: efficient MPI parallisation; wait_time/slice_time=    0.54095840E-02
Slave146: efficient MPI parallisation; wait_time/slice_time=    0.27056297E-04
Slave190: efficient MPI parallisation; wait_time/slice_time=    0.41021407E-05
Slave 49: efficient MPI parallisation; wait_time/slice_time=    0.20665489E-01
Slave 70: efficient MPI parallisation; wait_time/slice_time=    0.23834915E-03
Slave 75: efficient MPI parallisation; wait_time/slice_time=    0.10723085E-01
Slave 77: efficient MPI parallisation; wait_time/slice_time=    0.56548956E-02
Slave 13: efficient MPI parallisation; wait_time/slice_time=    0.31608069E-01
Slave 94: efficient MPI parallisation; wait_time/slice_time=    0.21579822E-02
Slave158: efficient MPI parallisation; wait_time/slice_time=    0.28095558E-02
Slave  5: efficient MPI parallisation; wait_time/slice_time=    0.63836243E-03
Slave159: efficient MPI parallisation; wait_time/slice_time=    0.11086907E-01
Slave104: efficient MPI parallisation; wait_time/slice_time=    0.69343849E-02
Slave 17: efficient MPI parallisation; wait_time/slice_time=    0.12138205E-01
Slave 65: efficient MPI parallisation; wait_time/slice_time=    0.18841065E-01
Slave 95: efficient MPI parallisation; wait_time/slice_time=    0.98866708E-02
Slave106: efficient MPI parallisation; wait_time/slice_time=    0.18275753E-01
Slave 96: efficient MPI parallisation; wait_time/slice_time=    0.10637872E-01
Slave 67: efficient MPI parallisation; wait_time/slice_time=    0.10319917E-02
Slave 51: efficient MPI parallisation; wait_time/slice_time=    0.49154132E-02
Slave193: efficient MPI parallisation; wait_time/slice_time=    0.12546929E-01
Slave 28: efficient MPI parallisation; wait_time/slice_time=    0.27912568E-05
Slave166: efficient MPI parallisation; wait_time/slice_time=    0.41319519E-05
Slave128: efficient MPI parallisation; wait_time/slice_time=    0.74324261E-02
Slave192: efficient MPI parallisation; wait_time/slice_time=    0.67287185E-02
Slave 58: efficient MPI parallisation; wait_time/slice_time=    0.19995580E-01
Slave153: efficient MPI parallisation; wait_time/slice_time=    0.42140180E-05
Slave117: efficient MPI parallisation; wait_time/slice_time=    0.32460547E-02
Slave174: efficient MPI parallisation; wait_time/slice_time=    0.10788000E-01
Slave 39: efficient MPI parallisation; wait_time/slice_time=    0.25749414E-05
Slave183: efficient MPI parallisation; wait_time/slice_time=    0.40640831E-05
Slave 59: efficient MPI parallisation; wait_time/slice_time=    0.59508499E-02
Slave 68: efficient MPI parallisation; wait_time/slice_time=    0.14078587E-01
Slave 93: efficient MPI parallisation; wait_time/slice_time=    0.42405723E-05
Slave 20: efficient MPI parallisation; wait_time/slice_time=    0.85448276E-02
Slave165: efficient MPI parallisation; wait_time/slice_time=    0.33715281E-02
Slave 92: efficient MPI parallisation; wait_time/slice_time=    0.40296961E-05
Slave 79: efficient MPI parallisation; wait_time/slice_time=    0.39424774E-05
Slave188: efficient MPI parallisation; wait_time/slice_time=    0.43353375E-05
Slave167: efficient MPI parallisation; wait_time/slice_time=    0.16639389E-01
Slave169: efficient MPI parallisation; wait_time/slice_time=    0.20787903E-01
Slave101: efficient MPI parallisation; wait_time/slice_time=    0.15346451E-03
Slave149: efficient MPI parallisation; wait_time/slice_time=    0.15382393E-02
Slave123: efficient MPI parallisation; wait_time/slice_time=    0.12269882E-01
Slave 97: efficient MPI parallisation; wait_time/slice_time=    0.39253173E-05
Slave135: efficient MPI parallisation; wait_time/slice_time=    0.41247904E-05
Slave181: efficient MPI parallisation; wait_time/slice_time=    0.11649906E-01
Slave 61: efficient MPI parallisation; wait_time/slice_time=    0.67585395E-02
Slave143: efficient MPI parallisation; wait_time/slice_time=    0.22671479E-01
Slave 35: efficient MPI parallisation; wait_time/slice_time=    0.30972489E-01
Slave102: efficient MPI parallisation; wait_time/slice_time=    0.40979376E-05
Slave 86: efficient MPI parallisation; wait_time/slice_time=    0.41579156E-05
Slave191: efficient MPI parallisation; wait_time/slice_time=    0.10080681E-01
Slave 31: efficient MPI parallisation; wait_time/slice_time=    0.84745099E-02
Slave118: efficient MPI parallisation; wait_time/slice_time=    0.44251423E-05
Slave 29: efficient MPI parallisation; wait_time/slice_time=    0.35623779E-02
Slave170: efficient MPI parallisation; wait_time/slice_time=    0.33780002E-02
Slave 81: efficient MPI parallisation; wait_time/slice_time=    0.12752053E-01
Slave 43: efficient MPI parallisation; wait_time/slice_time=    0.44922121E-05
Slave 34: efficient MPI parallisation; wait_time/slice_time=    0.13913356E-01
Slave107: efficient MPI parallisation; wait_time/slice_time=    0.75461990E-02
Slave160: efficient MPI parallisation; wait_time/slice_time=    0.15934456E-02
Slave 87: efficient MPI parallisation; wait_time/slice_time=    0.88017838E-02
Slave 14: efficient MPI parallisation; wait_time/slice_time=    0.18815945E-01
Slave161: efficient MPI parallisation; wait_time/slice_time=    0.11423296E-02
Slave  2: efficient MPI parallisation; wait_time/slice_time=    0.62561964E-02
Slave138: efficient MPI parallisation; wait_time/slice_time=    0.51788164E-02
Slave100: efficient MPI parallisation; wait_time/slice_time=    0.48057450E-05
Slave 44: efficient MPI parallisation; wait_time/slice_time=    0.11016841E-01
Slave 15: efficient MPI parallisation; wait_time/slice_time=    0.66754927E-02
Slave148: efficient MPI parallisation; wait_time/slice_time=    0.42190860E-05
Slave147: efficient MPI parallisation; wait_time/slice_time=    0.41949816E-05
Slave156: efficient MPI parallisation; wait_time/slice_time=    0.15553356E-01
Slave 38: efficient MPI parallisation; wait_time/slice_time=    0.25633217E-05
Slave 90: efficient MPI parallisation; wait_time/slice_time=    0.37957156E-05
Slave126: efficient MPI parallisation; wait_time/slice_time=    0.40670850E-05
Slave 63: efficient MPI parallisation; wait_time/slice_time=    0.41023073E-05
Slave111: efficient MPI parallisation; wait_time/slice_time=    0.42759125E-05
Slave 69: efficient MPI parallisation; wait_time/slice_time=    0.12985572E-01
Slave  9: efficient MPI parallisation; wait_time/slice_time=    0.23581741E-05
Slave  3: efficient MPI parallisation; wait_time/slice_time=    0.22204800E-03
Slave 10: efficient MPI parallisation; wait_time/slice_time=    0.19720913E-01
Slave 41: efficient MPI parallisation; wait_time/slice_time=    0.16145127E-01
Slave 74: efficient MPI parallisation; wait_time/slice_time=    0.82011994E-02
Slave125: efficient MPI parallisation; wait_time/slice_time=    0.55225208E-02
Slave 23: efficient MPI parallisation; wait_time/slice_time=    0.10730436E-01
Slave 57: efficient MPI parallisation; wait_time/slice_time=    0.86735412E-02
Slave177: efficient MPI parallisation; wait_time/slice_time=    0.41083842E-05
Slave129: efficient MPI parallisation; wait_time/slice_time=    0.81160714E-02
Slave103: efficient MPI parallisation; wait_time/slice_time=    0.39240339E-05
Slave105: efficient MPI parallisation; wait_time/slice_time=    0.73524344E-02
Slave145: efficient MPI parallisation; wait_time/slice_time=    0.18262828E-01
Slave114: efficient MPI parallisation; wait_time/slice_time=    0.41168579E-05
Slave137: efficient MPI parallisation; wait_time/slice_time=    0.12572169E-01
Slave164: efficient MPI parallisation; wait_time/slice_time=    0.18822201E-02
Slave142: efficient MPI parallisation; wait_time/slice_time=    0.14499786E-02
Slave189: efficient MPI parallisation; wait_time/slice_time=    0.45658024E-02
Slave 48: efficient MPI parallisation; wait_time/slice_time=    0.26397198E-01
Slave 47: efficient MPI parallisation; wait_time/slice_time=    0.20219053E-01
Slave139: efficient MPI parallisation; wait_time/slice_time=    0.27569104E-01
Slave172: efficient MPI parallisation; wait_time/slice_time=    0.29878591E-02
Slave175: efficient MPI parallisation; wait_time/slice_time=    0.16416527E-02
Slave 84: efficient MPI parallisation; wait_time/slice_time=    0.23370138E-02
Slave163: efficient MPI parallisation; wait_time/slice_time=    0.14539664E-02
Slave 64: efficient MPI parallisation; wait_time/slice_time=    0.91227162E-02
Slave133: efficient MPI parallisation; wait_time/slice_time=    0.36590323E-02
Slave134: efficient MPI parallisation; wait_time/slice_time=    0.10445970E-01
Slave178: efficient MPI parallisation; wait_time/slice_time=    0.50165271E-02
Slave 62: efficient MPI parallisation; wait_time/slice_time=    0.40970926E-05
Slave162: efficient MPI parallisation; wait_time/slice_time=    0.84894033E-02
Slave152: efficient MPI parallisation; wait_time/slice_time=    0.18977255E-01
Slave157: efficient MPI parallisation; wait_time/slice_time=    0.98236465E-02
Slave168: efficient MPI parallisation; wait_time/slice_time=    0.10782295E-01
Slave197: efficient MPI parallisation; wait_time/slice_time=    0.12058299E-01
Slave122: efficient MPI parallisation; wait_time/slice_time=    0.45862562E-02
Slave127: efficient MPI parallisation; wait_time/slice_time=    0.54429376E-02
Slave 71: efficient MPI parallisation; wait_time/slice_time=    0.83386234E-02
Slave171: efficient MPI parallisation; wait_time/slice_time=    0.37487833E-01
Slave 98: efficient MPI parallisation; wait_time/slice_time=    0.52074310E-02
Slave115: efficient MPI parallisation; wait_time/slice_time=    0.14710319E-01
Slave196: efficient MPI parallisation; wait_time/slice_time=    0.82094910E-02
Slave155: efficient MPI parallisation; wait_time/slice_time=    0.69021442E-02
Slave 50: efficient MPI parallisation; wait_time/slice_time=    0.22022638E-01
Slave 89: efficient MPI parallisation; wait_time/slice_time=    0.10218871E-01
Slave184: efficient MPI parallisation; wait_time/slice_time=    0.10482967E-01
Slave182: efficient MPI parallisation; wait_time/slice_time=    0.79111730E-03
Slave186: efficient MPI parallisation; wait_time/slice_time=    0.78378615E-02
 PolyChord has finished
Total time:  2279  (   0.63313 hours  )
